id,category_id,category,breakthrough_type,idea,why_it_is_breakthrough,implementation_gate,acceptance_test,status
B237,C20,Performance / Offline / Storage,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Performance / Offline / Storage / caching».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий caching -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B238,C20,Performance / Offline / Storage,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Performance / Offline / Storage / sync queue».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий sync queue -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B239,C20,Performance / Offline / Storage,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Performance / Offline / Storage / startup speed».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий startup speed -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B240,C20,Performance / Offline / Storage,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Performance / Offline / Storage / memory budget».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий memory budget -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B241,C21,Accessibility / Localization / Microcopy,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Accessibility / Localization / Microcopy / Russian-first labels».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий Russian-first labels -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B242,C21,Accessibility / Localization / Microcopy,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Accessibility / Localization / Microcopy / plain language».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий plain language -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B243,C21,Accessibility / Localization / Microcopy,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Accessibility / Localization / Microcopy / aria labels».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий aria labels -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B244,C21,Accessibility / Localization / Microcopy,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Accessibility / Localization / Microcopy / focus order».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий focus order -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B245,C21,Accessibility / Localization / Microcopy,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Accessibility / Localization / Microcopy / contrast».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий contrast -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B246,C21,Accessibility / Localization / Microcopy,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Accessibility / Localization / Microcopy / error copy».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий error copy -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B247,C21,Accessibility / Localization / Microcopy,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Accessibility / Localization / Microcopy / empty copy».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий empty copy -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B248,C21,Accessibility / Localization / Microcopy,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Accessibility / Localization / Microcopy / keyboard navigation».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий keyboard navigation -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B249,C21,Accessibility / Localization / Microcopy,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Accessibility / Localization / Microcopy / Russian-first labels».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий Russian-first labels -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B250,C21,Accessibility / Localization / Microcopy,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Accessibility / Localization / Microcopy / plain language».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий plain language -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B251,C21,Accessibility / Localization / Microcopy,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Accessibility / Localization / Microcopy / aria labels».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий aria labels -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B252,C21,Accessibility / Localization / Microcopy,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Accessibility / Localization / Microcopy / focus order».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий focus order -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B253,C22,Security / Safety / External integrations,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Security / Safety / External integrations / cloud send preview».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий cloud send preview -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B254,C22,Security / Safety / External integrations,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Security / Safety / External integrations / PII detection».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий PII detection -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B255,C22,Security / Safety / External integrations,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Security / Safety / External integrations / attachment safety».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий attachment safety -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B256,C22,Security / Safety / External integrations,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Security / Safety / External integrations / audit log privacy».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий audit log privacy -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B257,C22,Security / Safety / External integrations,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Security / Safety / External integrations / secrets».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий secrets -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B258,C22,Security / Safety / External integrations,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Security / Safety / External integrations / OAuth».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий OAuth -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B259,C22,Security / Safety / External integrations,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Security / Safety / External integrations / Gmail boundary».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий Gmail boundary -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B260,C22,Security / Safety / External integrations,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Security / Safety / External integrations / calendar sync gate».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий calendar sync gate -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B261,C22,Security / Safety / External integrations,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Security / Safety / External integrations / cloud send preview».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий cloud send preview -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B262,C22,Security / Safety / External integrations,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Security / Safety / External integrations / PII detection».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий PII detection -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B263,C22,Security / Safety / External integrations,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Security / Safety / External integrations / attachment safety».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий attachment safety -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B264,C22,Security / Safety / External integrations,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Security / Safety / External integrations / audit log privacy».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий audit log privacy -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B265,C23,Life domains / Health / Home / Food / Travel,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Life domains / Health / Home / Food / Travel / health signal».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий health signal -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B266,C23,Life domains / Health / Home / Food / Travel,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Life domains / Health / Home / Food / Travel / sleep/energy».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий sleep/energy -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B267,C23,Life domains / Health / Home / Food / Travel,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Life domains / Health / Home / Food / Travel / home inventory».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий home inventory -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B268,C23,Life domains / Health / Home / Food / Travel,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Life domains / Health / Home / Food / Travel / shopping list».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий shopping list -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B269,C23,Life domains / Health / Home / Food / Travel,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Life domains / Health / Home / Food / Travel / food plan».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий food plan -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B270,C23,Life domains / Health / Home / Food / Travel,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Life domains / Health / Home / Food / Travel / travel object».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий travel object -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B271,C23,Life domains / Health / Home / Food / Travel,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Life domains / Health / Home / Food / Travel / relationships».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий relationships -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B272,C23,Life domains / Health / Home / Food / Travel,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Life domains / Health / Home / Food / Travel / admin documents».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий admin documents -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B273,C23,Life domains / Health / Home / Food / Travel,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Life domains / Health / Home / Food / Travel / health signal».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий health signal -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B274,C23,Life domains / Health / Home / Food / Travel,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Life domains / Health / Home / Food / Travel / sleep/energy».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий sleep/energy -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B275,C23,Life domains / Health / Home / Food / Travel,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Life domains / Health / Home / Food / Travel / home inventory».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий home inventory -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B276,C23,Life domains / Health / Home / Food / Travel,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Life domains / Health / Home / Food / Travel / shopping list».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий shopping list -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B277,C24,Testing / Evidence / CI,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Testing / Evidence / CI / no-hardcode audit».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий no-hardcode audit -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B278,C24,Testing / Evidence / CI,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Testing / Evidence / CI / ledger audit».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий ledger audit -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B279,C24,Testing / Evidence / CI,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Testing / Evidence / CI / regression suite».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий regression suite -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B280,C24,Testing / Evidence / CI,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Testing / Evidence / CI / release gate».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий release gate -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B281,C24,Testing / Evidence / CI,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Testing / Evidence / CI / owner-flow e2e».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий owner-flow e2e -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B282,C24,Testing / Evidence / CI,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Testing / Evidence / CI / fixture matrix».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий fixture matrix -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B283,C24,Testing / Evidence / CI,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Testing / Evidence / CI / visual snapshots».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий visual snapshots -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B284,C24,Testing / Evidence / CI,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Testing / Evidence / CI / button audit».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий button audit -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B285,C24,Testing / Evidence / CI,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Testing / Evidence / CI / no-hardcode audit».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий no-hardcode audit -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
