id,area,weakness,fix_contract,test_contract,prompt_status,resolution_status,dedupe_status,linked_w_id,package,evidence,next_action,commit
R0001,RISK-CAT-01 Source-of-truth / Git / execution control,активная папка снова не GitHub-backed,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P01,gh auth status logged in as ddotdanyaa; origin configured to https://github.com/ddotdanyaa/lifeos-final33.git; Product Brain GitHub Release Map records push retry.,Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0002,RISK-CAT-01 Source-of-truth / Git / execution control,изменения остаются локальными без commit/push,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,BLOCKED_EXTERNAL_NETWORK_RETRY_WITH_PROOF,direct_status,,P01,"Local commits exist, auth works, origin exists; git push reached object upload but remote returned HTTP 408.",Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0862,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no insight recurrence guard,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0863,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no priority model,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0864,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no due-soon/time-sensitive insights,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0865,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no insight graph edges,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0866,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no insight Data Control trail,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0867,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no local/manual mode without AI,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0868,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no AI-assisted mode with approval,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0869,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no testing of insight quality fixtures,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0870,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no false correlation guard,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0871,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no harmful/shaming insight guard,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0872,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no privacy scope for insights,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0873,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no dashboard placement of insights,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0874,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no insights linked to wheel of balance,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0875,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no measure: acted/ignored/useful,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0876,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no insight not repeating after dismissed,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0877,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no cross-domain insight map,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0878,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no source strength per insight,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0879,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no review queue for insight proposals,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0880,RISK-CAT-22 Insights / recommendations / second-brain intelligence,no long-term knowledge evolution timeline,"реализовать grounded insights engine: source-backed insights, actionability, dismiss/archive, false-correlation guards",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P09,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0881,RISK-CAT-23 Life domains / health / home / food / travel / relationships,health data mixed with generic notes,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0882,RISK-CAT-23 Life domains / health / home / food / travel / relationships,sleep/energy/stress not first-class signals,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0883,RISK-CAT-23 Life domains / health / home / food / travel / relationships,symptom tracker not gated as non-medical,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0884,RISK-CAT-23 Life domains / health / home / food / travel / relationships,medication reminders not modeled,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0885,RISK-CAT-23 Life domains / health / home / food / travel / relationships,workout tasks not linked to energy/nutrition,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0886,RISK-CAT-23 Life domains / health / home / food / travel / relationships,home tasks not linked to objects/rooms,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0887,RISK-CAT-23 Life domains / health / home / food / travel / relationships,inventory absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0888,RISK-CAT-23 Life domains / health / home / food / travel / relationships,pantry/expiration absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0889,RISK-CAT-23 Life domains / health / home / food / travel / relationships,grocery list not tied to budget/meal plan,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0890,RISK-CAT-23 Life domains / health / home / food / travel / relationships,meal plan not tied to calendar,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0891,RISK-CAT-23 Life domains / health / home / food / travel / relationships,food spending not tied to nutrition,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0892,RISK-CAT-23 Life domains / health / home / food / travel / relationships,travel object absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0893,RISK-CAT-23 Life domains / health / home / food / travel / relationships,travel documents not linked to trip,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0894,RISK-CAT-23 Life domains / health / home / food / travel / relationships,trip expenses not grouped,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0895,RISK-CAT-23 Life domains / health / home / food / travel / relationships,packing list absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0896,RISK-CAT-23 Life domains / health / home / food / travel / relationships,relationship follow-up absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0897,RISK-CAT-23 Life domains / health / home / food / travel / relationships,birthdays/gifts absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0898,RISK-CAT-23 Life domains / health / home / food / travel / relationships,social debts/follow-ups not tracked,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0899,RISK-CAT-23 Life domains / health / home / food / travel / relationships,family shared mode not scoped,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0900,RISK-CAT-23 Life domains / health / home / food / travel / relationships,home maintenance schedule absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0901,RISK-CAT-23 Life domains / health / home / food / travel / relationships,car/service reminders absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0902,RISK-CAT-23 Life domains / health / home / food / travel / relationships,house documents absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0903,RISK-CAT-23 Life domains / health / home / food / travel / relationships,warranty/receipt objects absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0904,RISK-CAT-23 Life domains / health / home / food / travel / relationships,health privacy zones absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P19,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0905,RISK-CAT-23 Life domains / health / home / food / travel / relationships,fitness/habit/goals not integrated,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P08,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0906,RISK-CAT-23 Life domains / health / home / food / travel / relationships,mood journal absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0907,RISK-CAT-23 Life domains / health / home / food / travel / relationships,resource-aware day planning absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0908,RISK-CAT-23 Life domains / health / home / food / travel / relationships,zero-resource mode absent,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0909,RISK-CAT-23 Life domains / health / home / food / travel / relationships,wheel of balance domains not tied to data,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0910,RISK-CAT-23 Life domains / health / home / food / travel / relationships,domain dashboards are disconnected,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P22,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0911,RISK-CAT-23 Life domains / health / home / food / travel / relationships,domain objects not graph-linked,"добавить доменные Artifact projections: health/home/food/travel/relationships with privacy, graph/control/tests",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P12,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
