id,tier,category_id,category,subdomain,risk_type,artifact_focus,market_reference,weakness,required_solution,acceptance_test,owner_visible_outcome,status
R7589,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_visual_distinction,capture,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / ledger audit» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «входной артефакт».","Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7590,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_visual_distinction,projection,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / ledger audit» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «проекция артефакта».","Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7591,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_visual_distinction,workspace,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / ledger audit» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «рабочий экран».","Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7592,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_visual_distinction,control,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / ledger audit» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «контроль/граф/аудит».","Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7593,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_error_recovery,capture,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / ledger audit» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «входной артефакт».,"Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7594,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_error_recovery,projection,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / ledger audit» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «проекция артефакта».,"Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7595,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_error_recovery,workspace,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / ledger audit» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «рабочий экран».,"Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7596,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_error_recovery,control,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / ledger audit» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «контроль/граф/аудит».,"Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7597,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_evidence_test,capture,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / ledger audit» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «входной артефакт».","Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7598,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_evidence_test,projection,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / ledger audit» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «проекция артефакта».","Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7599,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_evidence_test,workspace,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / ledger audit» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «рабочий экран».","Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7600,P3-polish,C24,Testing / Evidence / CI,ledger audit,no_evidence_test,control,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / ledger audit» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «контроль/граф/аудит».","Сделать ledger audit как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «ledger audit», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «ledger audit», и видит результат без чтения документации.",OPEN_RESEARCHED
R7601,P3-polish,C24,Testing / Evidence / CI,regression suite,overload,capture,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «входной артефакт».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7602,P3-polish,C24,Testing / Evidence / CI,regression suite,overload,projection,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «проекция артефакта».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7603,P3-polish,C24,Testing / Evidence / CI,regression suite,overload,workspace,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «рабочий экран».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7604,P3-polish,C24,Testing / Evidence / CI,regression suite,overload,control,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «контроль/граф/аудит».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7605,P3-polish,C24,Testing / Evidence / CI,regression suite,fake_static,capture,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «входной артефакт».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7606,P3-polish,C24,Testing / Evidence / CI,regression suite,fake_static,projection,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «проекция артефакта».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7607,P3-polish,C24,Testing / Evidence / CI,regression suite,fake_static,workspace,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «рабочий экран».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7608,P3-polish,C24,Testing / Evidence / CI,regression suite,fake_static,control,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «контроль/граф/аудит».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7609,P3-polish,C24,Testing / Evidence / CI,regression suite,missing_route,capture,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «входной артефакт».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7610,P3-polish,C24,Testing / Evidence / CI,regression suite,missing_route,projection,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «проекция артефакта».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7611,P3-polish,C24,Testing / Evidence / CI,regression suite,missing_route,workspace,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «рабочий экран».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7612,P3-polish,C24,Testing / Evidence / CI,regression suite,missing_route,control,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «контроль/граф/аудит».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7613,P3-polish,C24,Testing / Evidence / CI,regression suite,weak_feedback,capture,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «входной артефакт».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7614,P3-polish,C24,Testing / Evidence / CI,regression suite,weak_feedback,projection,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «проекция артефакта».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7615,P3-polish,C24,Testing / Evidence / CI,regression suite,weak_feedback,workspace,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «рабочий экран».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7616,P3-polish,C24,Testing / Evidence / CI,regression suite,weak_feedback,control,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «контроль/граф/аудит».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7617,P3-polish,C24,Testing / Evidence / CI,regression suite,no_apply_chain,capture,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «входной артефакт».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7618,P3-polish,C24,Testing / Evidence / CI,regression suite,no_apply_chain,projection,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «проекция артефакта».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7619,P3-polish,C24,Testing / Evidence / CI,regression suite,no_apply_chain,workspace,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «рабочий экран».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7620,P3-polish,C24,Testing / Evidence / CI,regression suite,no_apply_chain,control,Playwright screenshots/e2e; no-hardcoded audit,В зоне «Testing / Evidence / CI / regression suite» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «контроль/граф/аудит».,"Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7621,P3-polish,C24,Testing / Evidence / CI,regression suite,not_local_first,capture,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: данные не сохраняются локально, не переживают reload или не входят в export для слоя «входной артефакт».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7622,P3-polish,C24,Testing / Evidence / CI,regression suite,not_local_first,projection,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: данные не сохраняются локально, не переживают reload или не входят в export для слоя «проекция артефакта».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
R7623,P3-polish,C24,Testing / Evidence / CI,regression suite,not_local_first,workspace,Playwright screenshots/e2e; no-hardcoded audit,"В зоне «Testing / Evidence / CI / regression suite» риск: данные не сохраняются локально, не переживают reload или не входят в export для слоя «рабочий экран».","Сделать regression suite как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «regression suite», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «regression suite», и видит результат без чтения документации.",OPEN_RESEARCHED
