id,ledger,source_status,category_id,category,subdomain,artifact_focus,status,reason,evidence,package,acceptance_test
R5853,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5854,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5855,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5856,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5857,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5858,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5859,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5860,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5861,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5862,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5863,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5864,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5865,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5866,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5867,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5868,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5869,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5870,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5871,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5872,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5873,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5874,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5875,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5876,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5877,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5878,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5879,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5880,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,camera/photo,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «camera/photo», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5881,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5882,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5883,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5884,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5885,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5886,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5887,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5888,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5889,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5890,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5891,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5892,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5893,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5894,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5895,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5896,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,control,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5897,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,capture,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5898,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,projection,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R5899,R8000,OPEN_RESEARCHED,C19,Mobile / PWA / Notifications,voice capture,workspace,FIXED_WITH_CODE_AND_TEST,"Mobile capture-first layout, bottom/top safe navigation, file/audio capture path, no horizontal overflow and mobile screenshots are tested. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-mobile-home.png;output/playwright/final/final-mobile-capture.png;npm run e2e;npm run e2e:ux,P16-mobile-capture,"Добавить fixture/e2e: пользователь выполняет действие в «voice capture», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
