ID,Type,C section,Canonical section title,UX/build bucket,Workspace,Primary route,Build phase,Core objects,Implementation stance,Acceptance hint,Title,Essence excerpt,Canon line,Source path
C21-073,Качество,C21,"БЕЗОПАСНОСТЬ, ДОСТУПЫ, АГЕНТЫ И ЧУВСТВИТЕЛЬНЫЕ ДАННЫЕ",Data Control / Trust / Privacy,Control,/app/control,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant",build as acceptance criterion,Любое изменение имеет receipt; destructive действия только preview + confirmation boundary.,"Безопасность строится как встроенная физика слоёв, а не как поздняя надстройка","форумы, знакомства, файлы, события, курсы и чат должны быть безопасны по конструкции, а не только по будущему списку задач.",11868,docs/source_of_truth/LifeOS_canon_v33.md
C22-001,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",build as acceptance criterion,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Ясная иерархия информации,"На поверхности сначала должно читаться главное, а вторичное не должно шуметь.",11878,docs/source_of_truth/LifeOS_canon_v33.md
C22-002,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",build as acceptance criterion,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Явные роли поверхностей,"У каждого экрана должна быть понятная главная роль, а не смесь всего сразу.",11884,docs/source_of_truth/LifeOS_canon_v33.md
C22-003,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",implement as product capability,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Источник и вывод на одной поверхности,Человек должен видеть вывод и его опору без прыжков по разным мирам.,11890,docs/source_of_truth/LifeOS_canon_v33.md
C22-004,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Действие рядом с пониманием,"Принятие, исправление и отклонение должны стоять рядом с тем, что пользователь оценивает.",11896,docs/source_of_truth/LifeOS_canon_v33.md
C22-005,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Видимая уверенность,"Неопределённость должна быть частью интерфейса, а не скрытой технической деталью.",11902,docs/source_of_truth/LifeOS_canon_v33.md
C22-006,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",build as acceptance criterion,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Спокойные настройки по умолчанию,"Экран по умолчанию должен быть чистым, читаемым и не давящим количеством элементов.",11908,docs/source_of_truth/LifeOS_canon_v33.md
C22-007,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Спокойное чтение без захламления,Поверхности должны читаться взглядом легко даже при насыщенности данными.,11914,docs/source_of_truth/LifeOS_canon_v33.md
C22-008,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",build as acceptance criterion,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Знакомые паттерны без потери ядра,"Интерфейс может опираться на привычные формы, но не должен терять собственную логику продукта.",11920,docs/source_of_truth/LifeOS_canon_v33.md
C22-009,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",implement as product capability,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Прогрессивное раскрытие,"Сложность должна открываться слоями только там, где она реально нужна.",11926,docs/source_of_truth/LifeOS_canon_v33.md
C22-010,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",build as acceptance criterion,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Дисциплина пустых состояний,"Пустой экран обязан вести к полезному действию, а не оставлять человека в тупике.",11932,docs/source_of_truth/LifeOS_canon_v33.md
C22-011,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Planner / Tasks / Calendar / Focus,Plan,/app/plan,PLAN_TBD_BY_ARTIFACT_AUDIT,"Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan",build as acceptance criterion,"Task можно создать из source/note/chat, поставить в календарный блок, увидеть связь и receipt.",Многомасштабное чтение времени,"Один и тот же временной контур должен спокойно читаться в масштабе дня, недели и месяца.",11938,docs/source_of_truth/LifeOS_canon_v33.md
C22-012,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",build as acceptance criterion,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Слоистые виды без хаоса,"Система должна уметь показывать разные слои одного массива, не превращая экран в кашу.",11944,docs/source_of_truth/LifeOS_canon_v33.md
C22-013,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",build as acceptance criterion,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Плотность без хаоса,"Интерфейс может быть насыщенным, но не должен ломать дыхание экрана и сканирование.",11950,docs/source_of_truth/LifeOS_canon_v33.md
C22-014,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",build as acceptance criterion,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,"Единая грамматика карточек, списков и таблиц","Карточки, списки и таблицы должны ощущаться частями одной системы, а не случайным набором стилей.",11956,docs/source_of_truth/LifeOS_canon_v33.md
C22-015,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Today / Journal,Today,/app/today,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan",implement as product capability,Today читает реальные notes/tasks/calendar/source links и не генерирует отдельную несвязанную реальность.,Главный экран как настраиваемая обзорная панель,"главная поверхность должна собираться блоками, а не быть одной жёсткой неизменяемой страницей.",11962,docs/source_of_truth/LifeOS_canon_v33.md
C22-016,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Today / Journal,Today,/app/today,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan",implement as product capability,Today читает реальные notes/tasks/calendar/source links и не генерирует отдельную несвязанную реальность.,Пресеты обзорной панели,"У главной панели должны быть готовые режимы, а не только ручная кастомизация.",11968,docs/source_of_truth/LifeOS_canon_v33.md
C22-017,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Packs / Builder / Marketplace,Packs,/app/packs,PLAN_TBD_BY_ARTIFACT_AUDIT,"PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact",implement as product capability,"Install/uninstall только local-first с impact screen, permission list, rollback receipt; payments/publish gated.",Управляемая перестройка блоков без конструктора вселенной,Пользователь должен менять блоки и их порядок без обязанности собирать весь продукт с нуля.,11974,docs/source_of_truth/LifeOS_canon_v33.md
C22-018,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Спокойный экран «материал → действие»,"После разбора заметки, встречи или источника нужен отдельный спокойный экран перехода к следующему исходу.",11980,docs/source_of_truth/LifeOS_canon_v33.md
C22-019,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Today / Journal,Today,/app/today,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan",implement as product capability,Today читает реальные notes/tasks/calendar/source links и не генерирует отдельную несвязанную реальность.,Гибридный режим карточек и таблицы,Один и тот же массив должен уметь открываться визуально или обзорно без смены логики.,11986,docs/source_of_truth/LifeOS_canon_v33.md
C22-020,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",implement as product capability,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,"Лёгкая визуальная ориентация цветом, закреплением и изображениями","Цвет и закрепление должны помогать быстро читать массив, а не служить чистым украшением.",11992,docs/source_of_truth/LifeOS_canon_v33.md
C22-021,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",implement as product capability,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Видимый статус обработки материала,"Пользователь должен видеть, на какой стадии находится материал.",11998,docs/source_of_truth/LifeOS_canon_v33.md
C22-022,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Chat / Communication,Chat,/app/chat,PLAN_TBD_BY_ARTIFACT_AUDIT,"ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext",implement as product capability,Сообщение можно превратить в note/task/proposal; внешняя отправка заблокирована без provider/approval.,Черновая маркировка вывода системы,Выводы системы не должны выглядеть как окончательная истина.,12004,docs/source_of_truth/LifeOS_canon_v33.md
C22-023,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Явная маркировка локального и облачного режима,"На поверхности результата должно быть видно, где именно работал интеллект — локально или через внешний контур.",12010,docs/source_of_truth/LifeOS_canon_v33.md
C22-024,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Явная маркировка зон приватности,"Принадлежность объекта к личной, семейной, рабочей или иной зоне должна быть видна без похода в настройки.",12016,docs/source_of_truth/LifeOS_canon_v33.md
C22-025,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Происхождение по запросу без перегруза экрана,"Происхождение должно быть доступно в один шаг, но не обязано постоянно занимать весь экран.",12022,docs/source_of_truth/LifeOS_canon_v33.md
C22-026,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",implement as product capability,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Дозированный показ неопределённости,"Уверенность нужно показывать так, чтобы она помогала, а не засоряла интерфейс.",12028,docs/source_of_truth/LifeOS_canon_v33.md
C22-027,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Счётчик скрытых элементов,"Если часть элементов скрыта ради чистоты экрана, это должно быть видно.",12034,docs/source_of_truth/LifeOS_canon_v33.md
C22-028,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",implement as product capability,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Явный режим интерфейса,"Пользователь должен понимать, в каком режиме поверхности он сейчас находится.",12040,docs/source_of_truth/LifeOS_canon_v33.md
C22-029,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Data Control / Trust / Privacy,Control,/app/control,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant",implement as product capability,Любое изменение имеет receipt; destructive действия только preview + confirmation boundary.,Поверхность приватности,"Приватность и маршруты данных должны иметь отдельную видимую поверхность, а не жить только в глубинных настройках.",12046,docs/source_of_truth/LifeOS_canon_v33.md
C22-030,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Поверхность экспорта и резервной копии,Экспорт и резервирование должны быть видимой продуктовой поверхностью.,12052,docs/source_of_truth/LifeOS_canon_v33.md
C22-031,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Поверхность подключений,Подключения и их разрешения должны иметь собственный понятный экран.,12058,docs/source_of_truth/LifeOS_canon_v33.md
C22-032,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Поверхность зачистки чувствительных фрагментов,"Зачистка перед внешней отправкой должна быть отдельным понятным экраном, а не скрытым техническим действием.",12064,docs/source_of_truth/LifeOS_canon_v33.md
C22-033,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Поверхность истории версий,"История версий должна быть отдельным пользовательским режимом, а не только внутренним механизмом.",12070,docs/source_of_truth/LifeOS_canon_v33.md
C22-034,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Data Control / Trust / Privacy,Control,/app/control,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant",implement as product capability,Любое изменение имеет receipt; destructive действия только preview + confirmation boundary.,Поверхность корзины,Удалённые объекты должны иметь отдельный понятный экран безопасности.,12076,docs/source_of_truth/LifeOS_canon_v33.md
C22-035,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Поверхность объяснения возможностей устройства,"Человек должен видеть, что именно это устройство умеет локально и чего от него ждать не стоит.",12082,docs/source_of_truth/LifeOS_canon_v33.md
C22-036,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Packs / Builder / Marketplace,Packs,/app/packs,PLAN_TBD_BY_ARTIFACT_AUDIT,"PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact",implement as product capability,"Install/uninstall только local-first с impact screen, permission list, rollback receipt; payments/publish gated.",Поверхность управления пакетами моделей и их загрузкой,Пакеты локального интеллекта должны иметь отдельную понятную поверхность управления.,12088,docs/source_of_truth/LifeOS_canon_v33.md
C22-037,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Индикатор здоровья синхронизации,"Состояние синхронизации должно быть видно, а не ощущаться только по косвенным сбоям.",12094,docs/source_of_truth/LifeOS_canon_v33.md
C22-038,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Офлайн-плашка,Потеря сети должна быть видимой и честной частью интерфейса.,12100,docs/source_of_truth/LifeOS_canon_v33.md
C22-039,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Поверхность разбора конфликтов синхронизации,"Конфликты должны разбираться в отдельном ясном экране, а не молча перетирать данные.",12106,docs/source_of_truth/LifeOS_canon_v33.md
C22-040,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Planner / Tasks / Calendar / Focus,Plan,/app/plan,PLAN_TBD_BY_ARTIFACT_AUDIT,"Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan",implement as product capability,"Task можно создать из source/note/chat, поставить в календарный блок, увидеть связь и receipt.",Экран фокуса с видимым остатком скрытого,"Режим фокуса должен упрощать поверхность, но не скрывать от человека сам факт скрытия.",12112,docs/source_of_truth/LifeOS_canon_v33.md
C22-041,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Agents / Workflows,Agents,/app/agents,PLAN_TBD_BY_ARTIFACT_AUDIT,"AgentManifest, ToolScope, WorkflowManifest, WorkflowRunPreview, ActionProposal",implement as product capability,Агент ничего не отправляет/не удаляет/не публикует без явного approval; dry-run даёт receipt и proposal.,Командная палитра и панель быстрых действий,"Быстрые действия должны жить в отдельной спокойной поверхности скорости, а не дробить весь интерфейс множеством кнопок.",12118,docs/source_of_truth/LifeOS_canon_v33.md
C22-042,Качество,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Ограниченное число активных поверхностей,"Одновременно активных главных поверхностей должно быть немного, чтобы продукт не расползался.",12124,docs/source_of_truth/LifeOS_canon_v33.md
C22-043,Минус,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Today / Journal,Today,/app/today,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan",forbid / add regression guard,Today читает реальные notes/tasks/calendar/source links и не генерирует отдельную несвязанную реальность.,Перегруженный обзорный экран,Перегруженный главный экран убивает способность быстро начать день и понять приоритет.,12130,docs/source_of_truth/LifeOS_canon_v33.md
C22-044,Минус,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",forbid / add regression guard,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,"Спам виджетов, карточек и бейджей",Нельзя превращать поверхность в свалку визуальных сигналов ради ощущения «полноты».,12136,docs/source_of_truth/LifeOS_canon_v33.md
C22-045,Минус,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,LifeGraph / Entities,Graph,/app/graph,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason",forbid / add regression guard,Graph edge имеет source/provenance/confidence; можно скрыть/исправить связь через безопасный preview.,Декоративные графики без действия,"Графики и диаграммы вредны, если они не ведут к решению, сравнению или следующему шагу.",12142,docs/source_of_truth/LifeOS_canon_v33.md
C22-046,Минус,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",forbid / add regression guard,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,"Красиво, но непрозрачно","Нельзя жертвовать видимостью происхождения, режима, разрешений и границ ради эстетики.",12148,docs/source_of_truth/LifeOS_canon_v33.md
C22-047,Минус,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",forbid / add regression guard,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,"Скрытое происхождение, скрытые права и скрытый режим ИИ","Источник, состояние разрешений и режим работы интеллекта нельзя прятать от пользователя.",12154,docs/source_of_truth/LifeOS_canon_v33.md
C22-048,Минус,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,LifeGraph / Entities,Graph,/app/graph,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason",forbid / add regression guard,Graph edge имеет source/provenance/confidence; можно скрыть/исправить связь через безопасный preview.,Граф связей как домашний экран,Большой граф не должен становиться главной входной поверхностью массового продукта.,12160,docs/source_of_truth/LifeOS_canon_v33.md
C22-049,Функция,C22,ВИЗУАЛЬНАЯ СИСТЕМА И ПОВЕРХНОСТИ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Тёплая персонализация дневникового слоя,"Личный слой может иметь темы, шрифты, фоны и иные тёплые настройки, не подменяя полезность.",12166,docs/source_of_truth/LifeOS_canon_v33.md
